01/08/2025 14:37:49.597 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
01/08/2025 14:37:49.597 | DEBUG    |                             AshitaCore::AshitaCore | .ctor
01/08/2025 14:37:49.597 | DEBUG    |                             AshitaCore::Initialize | <Begin>
01/08/2025 14:37:49.597 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
01/08/2025 14:37:49.597 | DEBUG    |                             AshitaCore::Initialize | Starting initialization...
01/08/2025 14:37:49.597 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Install Path : C:\Users\xhood\OneDrive\Desktop\AshitaV4\
01/08/2025 14:37:49.597 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Config Script: \boot\example-retail.ini
01/08/2025 14:37:49.597 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\xhood\OneDrive\Desktop\AshitaV4\\config\boot\example-retail.ini
01/08/2025 14:37:49.600 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
01/08/2025 14:37:49.600 | DEBUG    |                             AshitaCore::Initialize | >> BOOT CONFIGURATION DUMP <<
01/08/2025 14:37:49.600 | DEBUG    |                             AshitaCore::Initialize | [ashita.launcher]
01/08/2025 14:37:49.600 | DEBUG    |                             AshitaCore::Initialize |   autoclose : 1
01/08/2025 14:37:49.600 | DEBUG    |                             AshitaCore::Initialize |   name : Example Configuration
01/08/2025 14:37:49.600 | DEBUG    |                             AshitaCore::Initialize | [ashita.boot]
01/08/2025 14:37:49.600 | DEBUG    |                             AshitaCore::Initialize |   file : 
01/08/2025 14:37:49.600 | DEBUG    |                             AshitaCore::Initialize |   gamemodule : ffximain.dll
01/08/2025 14:37:49.600 | DEBUG    |                             AshitaCore::Initialize |   script : default.txt
01/08/2025 14:37:49.600 | DEBUG    |                             AshitaCore::Initialize |   args : 
01/08/2025 14:37:49.600 | DEBUG    |                             AshitaCore::Initialize | [ashita.fonts]
