02/11/2025 13:05:14.610 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
02/11/2025 13:05:14.610 | DEBUG    |                             AshitaCore::AshitaCore | .ctor
02/11/2025 13:05:14.610 | DEBUG    |                             AshitaCore::Initialize | <Begin>
02/11/2025 13:05:14.610 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
02/11/2025 13:05:14.610 | DEBUG    |                             AshitaCore::Initialize | Starting initialization...
02/11/2025 13:05:14.610 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Install Path : C:\Users\xhood\OneDrive\Desktop\AshitaV4\
02/11/2025 13:05:14.610 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Config Script: \boot\example-retail.ini
02/11/2025 13:05:14.611 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\xhood\OneDrive\Desktop\AshitaV4\\config\boot\example-retail.ini
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | >> BOOT CONFIGURATION DUMP <<
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | [ashita.launcher]
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   autoclose : 1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   name : Example Configuration
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | [ashita.boot]
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   file : 
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   gamemodule : ffximain.dll
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   script : default.txt
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   args : 
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | [ashita.fonts]
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   d3d8.disable_scaling : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   d3d8.family : Arial
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   d3d8.height : 10
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | [ashita.input]
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   gamepad.allowbackground : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   gamepad.disableenumeration : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   keyboard.blockinput : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   keyboard.blockbindsduringinput : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   keyboard.silentbinds : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   keyboard.windowskeyenabled : 1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   mouse.blockinput : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   mouse.unhook : 1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | [ashita.language]
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   playonline : 2
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   ashita : 2
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | [ashita.logging]
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   level : 5
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   crashdumps : 1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | [ashita.misc]
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   addons.silent : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   aliases.silent : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   plugins.silent : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | [ashita.resources]
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   offsets.use_overrides : 1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   pointers.use_overrides : 1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   resources.use_overrides : 1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | [ashita.taskpool]
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   threadcount : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | [ashita.window.startpos]
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   x : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   y : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | [ashita.polplugins]
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   sandbox : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | [ffxi.direct3d8]
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   presentparams.backbufferformat : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   presentparams.backbuffercount : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   presentparams.multisampletype : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   presentparams.swapeffect : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   presentparams.enableautodepthstencil : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   presentparams.autodepthstencilformat : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   presentparams.flags : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   presentparams.fullscreen_refreshrateinhz : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   presentparams.fullscreen_presentationinterval : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   behaviorflags.fpu_preserve : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | [ffxi.registry]
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0000 : 6
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0001 : 1920
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0002 : 1080
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0003 : 4096
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0004 : 4096
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0005 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0006 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0007 : 1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0008 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0009 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0010 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0011 : 2
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0012 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0013 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0014 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0015 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0016 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0017 : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0018 : 2
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0019 : 1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0020 : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0021 : 1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0022 : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0023 : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0024 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0025 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0026 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0027 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0028 : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0029 : 20
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0030 : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0031 : 1002740646
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0032 : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0033 : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0034 : 3
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0035 : 1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0036 : 2
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0037 : 1920
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0038 : 1080
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0039 : 1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0040 : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0041 : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0042 : C:\Program Files (x86)\SquareEnix\FINAL FANTASY XI
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0043 : 1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0044 : 1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   0045 : 0
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   padmode000 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   padsin000 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize |   padguid000 : -1
02/11/2025 13:05:14.614 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
02/11/2025 13:05:14.614 | DEBUG    |                             Properties::Properties | .ctor
02/11/2025 13:05:14.614 | DEBUG    |                           ChatManager::ChatManager | .ctor
02/11/2025 13:05:14.614 | DEBUG    |                           FontManager::FontManager | .ctor
02/11/2025 13:05:14.614 | DEBUG    |                             GuiManager::GuiManager | .ctor
02/11/2025 13:05:14.614 | DEBUG    |   newIDirectInputDevice8A::newIDirectInputDevice8A | .ctor
02/11/2025 13:05:14.614 | DEBUG    |                             Controller::Controller | null.ctor
02/11/2025 13:05:14.614 | DEBUG    |                                     XInput::XInput | .ctor
02/11/2025 13:05:14.614 | DEBUG    |                         InputManager::InputManager | .ctor
02/11/2025 13:05:14.614 | DEBUG    |                       MemoryManager::MemoryManager | .ctor
02/11/2025 13:05:14.614 | DEBUG    |                       OffsetManager::OffsetManager | .ctor
02/11/2025 13:05:14.614 | DEBUG    |                       PacketManager::PacketManager | .ctor
02/11/2025 13:05:14.614 | DEBUG    |                       PluginManager::PluginManager | .ctor
02/11/2025 13:05:14.614 | DEBUG    |                 PolPluginManager::PolPluginManager | .ctor
02/11/2025 13:05:14.614 | DEBUG    |                     PointerManager::PointerManager | .ctor
02/11/2025 13:05:14.615 | DEBUG    |                 PrimitiveManager::PrimitiveManager | .ctor
02/11/2025 13:05:14.615 | DEBUG    |                   ResourceManager::ResourceManager | .ctor
02/11/2025 13:05:14.615 | DEBUG    |                             Properties::Initialize | <Begin>
02/11/2025 13:05:14.615 | DEBUG    |                             Properties::Initialize | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                           InputManager::Initialize | <Begin>
02/11/2025 13:05:14.615 | DEBUG    |                           InputManager::Initialize | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                          OffsetManager::Initialize | <Begin>
02/11/2025 13:05:14.615 | DEBUG    |                          OffsetManager::Initialize | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                         PointerManager::Initialize | <Begin>
02/11/2025 13:05:14.615 | DEBUG    |                         PointerManager::Initialize | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                          MemoryManager::Initialize | <Begin>
02/11/2025 13:05:14.615 | DEBUG    |                             MemoryManager::Release | <Begin>
02/11/2025 13:05:14.615 | DEBUG    |                             MemoryManager::Release | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                          MemoryManager::Initialize | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                            ChatManager::Initialize | <Begin>
02/11/2025 13:05:14.615 | DEBUG    |                            ChatManager::Initialize | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                          PacketManager::Initialize | <Begin>
02/11/2025 13:05:14.615 | DEBUG    |                          PacketManager::Initialize | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                          PluginManager::Initialize | <Begin>
02/11/2025 13:05:14.615 | DEBUG    |                          PluginManager::Initialize | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                       PolPluginManager::Initialize | <Begin>
02/11/2025 13:05:14.615 | DEBUG    |                       PolPluginManager::Initialize | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                             AshitaCore::Initialize | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                    Ashita::Hooks::DirectX::Install | <Begin>
02/11/2025 13:05:14.615 | DEBUG    |                    Ashita::Hooks::DirectX::Install | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                      Ashita::Hooks::Mutex::Install | <Begin>
02/11/2025 13:05:14.615 | DEBUG    |                      Ashita::Hooks::Mutex::Install | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                   Ashita::Hooks::Registry::Install | <Begin>
02/11/2025 13:05:14.615 | DEBUG    |                   Ashita::Hooks::Registry::Install | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                     Ashita::Hooks::Window::Install | <Begin>
02/11/2025 13:05:14.615 | DEBUG    |                     Ashita::Hooks::Window::Install | <End> [Status: Ok!]
02/11/2025 13:05:14.615 | DEBUG    |                     Ashita::Hooks::XInput::Install | <Begin>
02/11/2025 13:05:14.616 | DEBUG    |                     Ashita::Hooks::XInput::Install | <End> [Status: Ok!]
02/11/2025 13:05:17.033 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExW | CreateWindowExW - Creating PlayOnline window. [dwExStyle: 0][dwStyle: 13238272][Pos: -2147483648 x -2147483648][Size: 624 x 495]
02/11/2025 13:05:17.034 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExW | CreateWindowExW - Creating PlayOnline Mask window. [dwExStyle: 8][dwStyle: -2130706432][Pos: -1 x -1][Size: 1921 x 1081]
02/11/2025 13:05:17.038 | DEBUG    |    Ashita::Hooks::DirectX::Mine_DirectInput8Create | DirectInput8Create - Creating new DirectInput instance. [dwVersion: 2048]
02/11/2025 13:06:26.803 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExA | CreateWindowExA - Creating Final Fantasy XI window. [dwExStyle: 0][dwStyle: -2147483648][Pos: -2147483648 x -2147483648][Size: 1920 x 1080]
02/11/2025 13:06:27.084 | DEBUG    |       Ashita::Hooks::DirectX::Mine_Direct3DCreate8 | Direct3DCreate8 - Creating new Direct3D instance. [SDKVersion: 220]
02/11/2025 13:06:27.232 | DEBUG    |                       newIDirect3D8::newIDirect3D8 | .ctor
02/11/2025 13:06:27.234 | DEBUG    |                        newIDirect3D8::CreateDevice | Creating a new graphics device..
02/11/2025 13:06:27.340 | DEBUG    |           newIDirect3DDevice8::newIDirect3DDevice8 | .ctor
02/11/2025 13:06:27.340 | DEBUG    |                             AshitaCore::GameLoaded | GameLoaded event invoked.
02/11/2025 13:06:27.340 | DEBUG    |                           ResourceManager::Release | <Begin>
02/11/2025 13:06:27.340 | DEBUG    |                           ResourceManager::Release | <End> [Status: Ok!]
02/11/2025 13:06:27.340 | DEBUG    |                        ResourceManager::Initialize | <Begin>
02/11/2025 13:06:27.340 | DEBUG    |                           ResourceManager::Release | <Begin>
02/11/2025 13:06:27.340 | DEBUG    |                           ResourceManager::Release | <End> [Status: Ok!]
02/11/2025 13:06:27.362 | DEBUG    |                        ResourceManager::Initialize | <End> [Status: Ok!]
02/11/2025 13:06:27.362 | DEBUG    |                            ResourceManager::Update | <Begin>
02/11/2025 13:06:27.363 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\xhood\OneDrive\Desktop\AshitaV4\\config\\ashita\ashita.datmap.ini
02/11/2025 13:06:27.380 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\xhood\OneDrive\Desktop\AshitaV4\\config\\ashita\custom.datmap.ini
02/11/2025 13:06:27.390 | WARN     |                         ConfigurationManager::Load | Configuration file has invalid section names or no data: C:\Users\xhood\OneDrive\Desktop\AshitaV4\\config\\ashita\custom.datmap.ini
02/11/2025 13:06:30.801 | DEBUG    |                            ResourceManager::Update | Resource parsing completed in: 3438.067300ms [Status: 1]
02/11/2025 13:06:30.801 | DEBUG    |                            ResourceManager::Update | <End> [Status: Ok!]
02/11/2025 13:06:30.801 | DEBUG    |                               InputManager::Update | <Begin>
02/11/2025 13:06:30.801 | DEBUG    |                                       Mouse::Mouse | .ctor
02/11/2025 13:06:30.801 | DEBUG    |                                  Mouse::Initialize | <Begin>
02/11/2025 13:06:30.801 | DEBUG    |                                  Mouse::Initialize | <End> [Status: Ok!]
02/11/2025 13:06:30.801 | DEBUG    |                             InputManager::SetMouse | Setting new mouse instance..
02/11/2025 13:06:30.801 | DEBUG    |                               InputManager::Update | <End> [Status: Ok!]
02/11/2025 13:06:30.801 | DEBUG    |                              OffsetManager::Update | <Begin>
02/11/2025 13:06:30.801 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\xhood\OneDrive\Desktop\AshitaV4\\config\\ashita\ashita.offsets.ini
02/11/2025 13:06:30.830 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\xhood\OneDrive\Desktop\AshitaV4\\config\\ashita\custom.offsets.ini
02/11/2025 13:06:30.838 | WARN     |                         ConfigurationManager::Load | Configuration file has invalid section names or no data: C:\Users\xhood\OneDrive\Desktop\AshitaV4\\config\\ashita\custom.offsets.ini
02/11/2025 13:06:30.838 | DEBUG    |                              OffsetManager::Update | <End> [Status: Ok!]
02/11/2025 13:06:30.838 | DEBUG    |                             PointerManager::Update | <Begin>
02/11/2025 13:06:30.838 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\xhood\OneDrive\Desktop\AshitaV4\\config\\ashita\ashita.pointers.ini
02/11/2025 13:06:30.851 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\xhood\OneDrive\Desktop\AshitaV4\\config\\ashita\custom.pointers.ini
02/11/2025 13:06:30.860 | WARN     |                         ConfigurationManager::Load | Configuration file has invalid section names or no data: C:\Users\xhood\OneDrive\Desktop\AshitaV4\\config\\ashita\custom.pointers.ini
02/11/2025 13:06:30.863 | DEBUG    |                             PointerManager::Update | Pointer: (0E7AF07C) [Ok!] autofollow
02/11/2025 13:06:30.863 | DEBUG    |                             PointerManager::Update | Pointer: (0E80B2F5) [Ok!] castbar
02/11/2025 13:06:30.863 | DEBUG    |                             PointerManager::Update | Pointer: (0E8B7320) [Ok!] chat.addchatmessage
02/11/2025 13:06:30.865 | DEBUG    |                             PointerManager::Update | Pointer: (0E946E50) [Ok!] chat.inputtext.this
02/11/2025 13:06:30.865 | DEBUG    |                             PointerManager::Update | Pointer: (0E7A1EC2) [Ok!] chat.logfile
02/11/2025 13:06:30.865 | DEBUG    |                             PointerManager::Update | Pointer: (0E94A060) [Ok!] chat.parseautotranslate
02/11/2025 13:06:30.865 | DEBUG    |                             PointerManager::Update | Pointer: (0E869FA5) [Ok!] chat.parseautotranslate.this
02/11/2025 13:06:30.865 | DEBUG    |                             PointerManager::Update | Pointer: (0E810BD0) [Ok!] chat.parseinputtext
02/11/2025 13:06:30.865 | DEBUG    |                             PointerManager::Update | Pointer: (0E810BF2) [Ok!] chat.parseinputtext.this
02/11/2025 13:06:30.865 | DEBUG    |                             PointerManager::Update | Pointer: (0E807F8C) [Ok!] clientversion
02/11/2025 13:06:30.865 | DEBUG    |                             PointerManager::Update | Pointer: (04666533) [Ok!] config.autodisconnect
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E948162) [Ok!] config.languagefilter
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E793A20) [Ok!] entitymap
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E82579B) [Ok!] entitymap.size
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E87AD76) [Ok!] inventory
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E8A7EF5) [Ok!] inventory.selecteditem
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E8EE3D2) [Ok!] menu
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E86D040) [Ok!] packets.decryptbuffer
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E86CF10) [Ok!] packets.encryptbuffer
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E88BBC0) [Ok!] packets.queuepacket1
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E86D6A0) [Ok!] packets.queuepacket2
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E9909FB) [Ok!] party
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E828D8F) [Ok!] party.statusicons
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E8D662A) [Ok!] player
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E875860) [Ok!] player.hasability
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E827C94) [Ok!] player.haskeyitem
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E87F890) [Ok!] player.hasspell
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E8807A0) [Ok!] player.joblevels
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E8807E0) [Ok!] player.jobmasterlevels
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E81E6AA) [Ok!] player.loginstatus
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E81740F) [Ok!] player.petmp
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E82CD3D) [Ok!] player.pettp
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E9B20E4) [Ok!] recast.abilities
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E9B8C12) [Ok!] recast.spells
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E80A427) [Ok!] target.settarget
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer: (0E818A13) [Ok!] target.target
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | Pointer scan completed in: 29.059700ms
02/11/2025 13:06:30.866 | DEBUG    |                             PointerManager::Update | <End> [Status: Ok!]
02/11/2025 13:06:30.866 | DEBUG    |                            FontManager::Initialize | <Begin>
02/11/2025 13:06:30.866 | DEBUG    |                            FontManager::Initialize | <End> [Status: Ok!]
02/11/2025 13:06:30.866 | DEBUG    |                       PrimitiveManager::Initialize | <Begin>
02/11/2025 13:06:30.866 | DEBUG    |                       PrimitiveManager::Initialize | <End> [Status: Ok!]
02/11/2025 13:06:30.866 | DEBUG    |                             GuiManager::Initialize | <Begin>
02/11/2025 13:06:30.869 | DEBUG    |                           GuiManager::PrepareFonts | Loaded Font: Agave_Regular, 18px - is_jp: 0
02/11/2025 13:06:30.871 | DEBUG    |                           GuiManager::PrepareFonts | Loaded Font: Agave_Regular, 24px - is_jp: 0
02/11/2025 13:06:30.872 | DEBUG    |                           GuiManager::PrepareFonts | Loaded Font: Agave_Regular, 32px - is_jp: 0
02/11/2025 13:06:30.989 | DEBUG    |                             GuiManager::Initialize | <End> [Status: Ok!]
02/11/2025 13:06:30.989 | DEBUG    |                              MemoryManager::Update | <Begin>
02/11/2025 13:06:30.989 | DEBUG    |                              MemoryManager::Update | <End> [Status: Ok!]
02/11/2025 13:06:30.989 | DEBUG    |                                ChatManager::Update | <Begin>
02/11/2025 13:06:30.989 | DEBUG    |                                ChatManager::Update | Hooking game function: AddChatMessage
02/11/2025 13:06:30.989 | DEBUG    |                                ChatManager::Update | Hooking game function: ParseAutoTranslate
02/11/2025 13:06:30.989 | DEBUG    |                                ChatManager::Update | Hooking game function: ParseInputText
02/11/2025 13:06:30.989 | DEBUG    |                                ChatManager::Update | Detour transaction result: 0 [Success]
02/11/2025 13:06:30.989 | DEBUG    |                   CommandTaskPool::CommandTaskPool | .ctor
02/11/2025 13:06:30.989 | DEBUG    |                        CommandTaskPool::Initialize | <Begin>
02/11/2025 13:06:30.989 | DEBUG    |                     CommandTaskPool::CreateThreads | Creating task pool; thread count: 16
02/11/2025 13:06:30.990 | DEBUG    |                        CommandTaskPool::Initialize | <End> [Status: Ok!]
