02/03/2025 22:00:04.308 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
02/03/2025 22:00:04.308 | DEBUG    |                             AshitaCore::AshitaCore | .ctor
02/03/2025 22:00:04.308 | DEBUG    |                             AshitaCore::Initialize | <Begin>
02/03/2025 22:00:04.308 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
02/03/2025 22:00:04.308 | DEBUG    |                             AshitaCore::Initialize | Starting initialization...
02/03/2025 22:00:04.308 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Install Path : C:\Users\xhood\OneDrive\Desktop\AshitaV4\
02/03/2025 22:00:04.308 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Config Script: \boot\example-retail.ini
02/03/2025 22:00:04.308 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\xhood\OneDrive\Desktop\AshitaV4\\config\boot\example-retail.ini
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize | >> BOOT CONFIGURATION DUMP <<
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize | [ashita.launcher]
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize |   autoclose : 1
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize |   name : Example Configuration
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize | [ashita.boot]
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize |   file : 
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize |   gamemodule : ffximain.dll
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize |   script : default.txt
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize |   args : 
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize | [ashita.fonts]
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize |   d3d8.disable_scaling : 0
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize |   d3d8.family : Arial
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize |   d3d8.height : 10
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize | [ashita.input]
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize |   gamepad.allowbackground : 0
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize |   gamepad.disableenumeration : 0
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize |   keyboard.blockinput : 0
02/03/2025 22:00:04.311 | DEBUG    |                             AshitaCore::Initialize |   keyboard.blockbindsduringinput : 0
