12/06/2024 13:38:02.943 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
12/06/2024 13:38:02.943 | DEBUG    |                             AshitaCore::AshitaCore | .ctor
12/06/2024 13:38:02.943 | DEBUG    |                             AshitaCore::Initialize | <Begin>
12/06/2024 13:38:02.943 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
12/06/2024 13:38:02.943 | DEBUG    |                             AshitaCore::Initialize | Starting initialization...
12/06/2024 13:38:02.943 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Install Path : C:\Users\xhood\OneDrive\Desktop\AshitaV4\
12/06/2024 13:38:02.943 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Config Script: \boot\example-retail.ini
12/06/2024 13:38:02.943 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\xhood\OneDrive\Desktop\AshitaV4\\config\boot\example-retail.ini
12/06/2024 13:38:02.946 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
12/06/2024 13:38:02.946 | DEBUG    |                             AshitaCore::Initialize | >> BOOT CONFIGURATION DUMP <<
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize | [ashita.launcher]
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize |   autoclose : 1
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize |   name : Example Configuration
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize | [ashita.boot]
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize |   file : 
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize |   gamemodule : ffximain.dll
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize |   script : default.txt
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize |   args : 
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize | [ashita.fonts]
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize |   d3d8.disable_scaling : 0
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize |   d3d8.family : Arial
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize |   d3d8.height : 10
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize | [ashita.input]
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize |   gamepad.allowbackground : 0
12/06/2024 13:38:02.947 | DEBUG    |                             AshitaCore::Initialize |   gamepad.disableenumeration : 0
